id,make,makefaceted,model,modelfaceted,product,productfaceted,year,yearfaceted,originalequipmentpart,originalequipmentpartfaceted,partnumber,partnumberfaceted,engineliters,enginecc,enginecylinder,engineblock,engineboreinch,engineboremetric,enginestrokeinch,engstrokemetric,engine,enginefaceted,imageprefix,numberofimages,imagesuffix
10006479,Hyundai,Hyundai,Elantra,Elantra,Rack and Pinion Assembly,Rack and Pinion Assembly,2001,2001,577002D000,577002D000,PG-K10003,PG-K10003,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006480,Hyundai,Hyundai,Elantra,Elantra,Rack and Pinion Assembly,Rack and Pinion Assembly,2002,2002,577002D000,577002D000,PG-K10003,PG-K10003,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006481,Hyundai,Hyundai,Elantra,Elantra,Rack and Pinion Assembly,Rack and Pinion Assembly,2003,2003,577002D000,577002D000,PG-K10003,PG-K10003,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006482,Hyundai,Hyundai,Elantra,Elantra,Rack and Pinion Assembly,Rack and Pinion Assembly,2004,2004,577002D000,577002D000,PG-K10003,PG-K10003,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006483,Hyundai,Hyundai,Elantra,Elantra,Rack and Pinion Assembly,Rack and Pinion Assembly,2005,2005,577002D000,577002D000,PG-K10003,PG-K10003,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006484,Hyundai,Hyundai,Elantra,Elantra,Rack and Pinion Assembly,Rack and Pinion Assembly,2006,2006,577002D000,577002D000,PG-K10003,PG-K10003,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006485,Hyundai,Hyundai,Tucson,Tucson,Rack and Pinion Assembly,Rack and Pinion Assembly,2010,2010,565002S000,565002S000,PG-K10004,PG-K10004,2.4,2359,4,L,3.46,88,3.82,97,2.4L 4 Cyl 2359cc L,2.4L 4 Cyl 2359cc L,,,
10006486,Hyundai,Hyundai,Tucson,Tucson,Rack and Pinion Assembly,Rack and Pinion Assembly,2011,2011,565002S000,565002S000,PG-K10004,PG-K10004,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006487,Hyundai,Hyundai,Tucson,Tucson,Rack and Pinion Assembly,Rack and Pinion Assembly,2011,2011,565002S000,565002S000,PG-K10004,PG-K10004,2.4,2359,4,L,3.46,88,3.82,97,2.4L 4 Cyl 2359cc L,2.4L 4 Cyl 2359cc L,,,
10006488,Hyundai,Hyundai,Tucson,Tucson,Rack and Pinion Assembly,Rack and Pinion Assembly,2011,2011,565002S000,565002S000,PG-K10004,PG-K10004,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006489,Hyundai,Hyundai,Tucson,Tucson,Rack and Pinion Assembly,Rack and Pinion Assembly,2011,2011,565002S000,565002S000,PG-K10004,PG-K10004,2.4,2359,4,L,3.46,88,3.82,97,2.4L 4 Cyl 2359cc L,2.4L 4 Cyl 2359cc L,,,
10006490,Hyundai,Hyundai,Tucson,Tucson,Rack and Pinion Assembly,Rack and Pinion Assembly,2012,2012,565002S000,565002S000,PG-K10004,PG-K10004,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006491,Hyundai,Hyundai,Tucson,Tucson,Rack and Pinion Assembly,Rack and Pinion Assembly,2012,2012,565002S000,565002S000,PG-K10004,PG-K10004,2.4,2359,4,L,3.46,88,3.82,97,2.4L 4 Cyl 2359cc L,2.4L 4 Cyl 2359cc L,,,
10006492,Kia,Kia,Sportage,Sportage,Rack and Pinion Assembly,Rack and Pinion Assembly,2010,2010,565002S000,565002S000,PG-K10004,PG-K10004,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006493,Kia,Kia,Sportage,Sportage,Rack and Pinion Assembly,Rack and Pinion Assembly,2010,2010,565002S000,565002S000,PG-K10004,PG-K10004,2.7,2656,6,V,3.41,86.7,2.95,75,2.7L 6 Cyl 2656cc V,2.7L 6 Cyl 2656cc V,,,
10006494,Kia,Kia,Sportage,Sportage,Rack and Pinion Assembly,Rack and Pinion Assembly,2011,2011,565002S000,565002S000,PG-K10004,PG-K10004,2,1998,4,L,3.39,86,3.39,86,2L 4 Cyl 1998cc L,2L 4 Cyl 1998cc L,,,
10006495,Kia,Kia,Sportage,Sportage,Rack and Pinion Assembly,Rack and Pinion Assembly,2011,2011,565002S000,565002S000,PG-K10004,PG-K10004,2.4,2359,4,L,3.46,88,3.82,97,2.4L 4 Cyl 2359cc L,2.4L 4 Cyl 2359cc L,,,
10006496,Hyundai,Hyundai,Tucson,Tucson,Rack and Pinion Assembly,Rack and Pinion Assembly,2005,2005,577002E000,577002E000,PG-K10005,PG-K10005,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006497,Hyundai,Hyundai,Tucson,Tucson,Rack and Pinion Assembly,Rack and Pinion Assembly,2005,2005,577001F000,577001F000,PG-K10005,PG-K10005,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006498,Hyundai,Hyundai,Tucson,Tucson,Rack and Pinion Assembly,Rack and Pinion Assembly,2005,2005,577002E000,577002E000,PG-K10005,PG-K10005,2.7,2656,6,V,3.41,86.7,2.95,75,2.7L 6 Cyl 2656cc V,2.7L 6 Cyl 2656cc V,,,
10006499,Hyundai,Hyundai,Tucson,Tucson,Rack and Pinion Assembly,Rack and Pinion Assembly,2005,2005,577001F000,577001F000,PG-K10005,PG-K10005,2.7,2656,6,V,3.41,86.7,2.95,75,2.7L 6 Cyl 2656cc V,2.7L 6 Cyl 2656cc V,,,
10006500,Hyundai,Hyundai,Tucson,Tucson,Rack and Pinion Assembly,Rack and Pinion Assembly,2006,2006,577001F000,577001F000,PG-K10005,PG-K10005,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006501,Hyundai,Hyundai,Tucson,Tucson,Rack and Pinion Assembly,Rack and Pinion Assembly,2006,2006,577001F000,577001F000,PG-K10005,PG-K10005,2.7,2656,6,V,3.41,86.7,2.95,75,2.7L 6 Cyl 2656cc V,2.7L 6 Cyl 2656cc V,,,
10006502,Hyundai,Hyundai,Tucson,Tucson,Rack and Pinion Assembly,Rack and Pinion Assembly,2007,2007,577001F000,577001F000,PG-K10005,PG-K10005,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006503,Hyundai,Hyundai,Tucson,Tucson,Rack and Pinion Assembly,Rack and Pinion Assembly,2007,2007,577001F000,577001F000,PG-K10005,PG-K10005,2.7,2656,6,V,3.41,86.7,2.95,75,2.7L 6 Cyl 2656cc V,2.7L 6 Cyl 2656cc V,,,
10006504,Hyundai,Hyundai,Tucson,Tucson,Rack and Pinion Assembly,Rack and Pinion Assembly,2008,2008,577001F000,577001F000,PG-K10005,PG-K10005,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006505,Hyundai,Hyundai,Tucson,Tucson,Rack and Pinion Assembly,Rack and Pinion Assembly,2008,2008,577001F000,577001F000,PG-K10005,PG-K10005,2.7,2656,6,V,3.41,86.7,2.95,75,2.7L 6 Cyl 2656cc V,2.7L 6 Cyl 2656cc V,,,
10006506,Hyundai,Hyundai,Tucson,Tucson,Rack and Pinion Assembly,Rack and Pinion Assembly,2009,2009,577001F000,577001F000,PG-K10005,PG-K10005,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006507,Hyundai,Hyundai,Tucson,Tucson,Rack and Pinion Assembly,Rack and Pinion Assembly,2009,2009,577001F000,577001F000,PG-K10005,PG-K10005,2.7,2656,6,V,3.41,86.7,2.95,75,2.7L 6 Cyl 2656cc V,2.7L 6 Cyl 2656cc V,,,
10006508,Kia,Kia,Sportage,Sportage,Rack and Pinion Assembly,Rack and Pinion Assembly,2005,2005,577001F000,577001F000,PG-K10005,PG-K10005,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006509,Kia,Kia,Sportage,Sportage,Rack and Pinion Assembly,Rack and Pinion Assembly,2005,2005,577001F000,577001F000,PG-K10005,PG-K10005,2.7,2656,6,V,3.41,86.7,2.95,75,2.7L 6 Cyl 2656cc V,2.7L 6 Cyl 2656cc V,,,
10006510,Kia,Kia,Sportage,Sportage,Rack and Pinion Assembly,Rack and Pinion Assembly,2006,2006,577001F000,577001F000,PG-K10005,PG-K10005,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006511,Kia,Kia,Sportage,Sportage,Rack and Pinion Assembly,Rack and Pinion Assembly,2006,2006,577001F000,577001F000,PG-K10005,PG-K10005,2.7,2656,6,V,3.41,86.7,2.95,75,2.7L 6 Cyl 2656cc V,2.7L 6 Cyl 2656cc V,,,
10006512,Kia,Kia,Sportage,Sportage,Rack and Pinion Assembly,Rack and Pinion Assembly,2007,2007,577001F000,577001F000,PG-K10005,PG-K10005,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006513,Kia,Kia,Sportage,Sportage,Rack and Pinion Assembly,Rack and Pinion Assembly,2007,2007,577001F000,577001F000,PG-K10005,PG-K10005,2.7,2656,6,V,3.41,86.7,2.95,75,2.7L 6 Cyl 2656cc V,2.7L 6 Cyl 2656cc V,,,
10006514,Kia,Kia,Sportage,Sportage,Rack and Pinion Assembly,Rack and Pinion Assembly,2008,2008,577001F000,577001F000,PG-K10005,PG-K10005,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006515,Kia,Kia,Sportage,Sportage,Rack and Pinion Assembly,Rack and Pinion Assembly,2008,2008,577001F000,577001F000,PG-K10005,PG-K10005,2.7,2656,6,V,3.41,86.7,2.95,75,2.7L 6 Cyl 2656cc V,2.7L 6 Cyl 2656cc V,,,
10006516,Kia,Kia,Sportage,Sportage,Rack and Pinion Assembly,Rack and Pinion Assembly,2009,2009,577001F000,577001F000,PG-K10005,PG-K10005,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006517,Kia,Kia,Sportage,Sportage,Rack and Pinion Assembly,Rack and Pinion Assembly,2009,2009,577001F000,577001F000,PG-K10005,PG-K10005,2.7,2656,6,V,3.41,86.7,2.95,75,2.7L 6 Cyl 2656cc V,2.7L 6 Cyl 2656cc V,,,
10006518,Hyundai,Hyundai,Elantra,Elantra,Rack and Pinion Assembly,Rack and Pinion Assembly,2007,2007,565002H000,565002H000,PG-K10006,PG-K10006,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006519,Kia,Kia,Borrego,Borrego,Rack and Pinion Assembly,Rack and Pinion Assembly,2009,2009,577002J200,577002J200,PG-K10007,PG-K10007,3.8,3778,6,V,3.78,96,3.43,87,3.8L 6 Cyl 3778cc V,3.8L 6 Cyl 3778cc V,,,
10006520,Kia,Kia,Borrego,Borrego,Rack and Pinion Assembly,Rack and Pinion Assembly,2009,2009,577002J200,577002J200,PG-K10007,PG-K10007,4.6,4627,8,V,3.62,92,3.43,87,4.6L 8 Cyl 4627cc V,4.6L 8 Cyl 4627cc V,,,
10006521,Kia,Kia,Borrego,Borrego,Rack and Pinion Assembly,Rack and Pinion Assembly,2010,2010,577002J200,577002J200,PG-K10007,PG-K10007,3.8,3778,6,V,3.78,96,3.43,87,3.8L 6 Cyl 3778cc V,3.8L 6 Cyl 3778cc V,,,
10006522,Kia,Kia,Borrego,Borrego,Rack and Pinion Assembly,Rack and Pinion Assembly,2010,2010,577002J200,577002J200,PG-K10007,PG-K10007,4.6,4627,8,V,3.62,92,3.43,87,4.6L 8 Cyl 4627cc V,4.6L 8 Cyl 4627cc V,,,
10006523,Kia,Kia,Borrego,Borrego,Rack and Pinion Assembly,Rack and Pinion Assembly,2011,2011,577002J200,577002J200,PG-K10007,PG-K10007,3.8,3778,6,V,3.78,96,3.43,87,3.8L 6 Cyl 3778cc V,3.8L 6 Cyl 3778cc V,,,
10006524,Kia,Kia,Borrego,Borrego,Rack and Pinion Assembly,Rack and Pinion Assembly,2011,2011,577002J200,577002J200,PG-K10007,PG-K10007,4.6,4627,8,V,3.62,92,3.43,87,4.6L 8 Cyl 4627cc V,4.6L 8 Cyl 4627cc V,,,
10006525,Hyundai,Hyundai,Azera,Azera,Rack and Pinion Assembly,Rack and Pinion Assembly,2006,2006,577003L030,577003L030,PG-K10008,PG-K10008,3.8,3778,6,V,3.78,96,3.43,87,3.8L 6 Cyl 3778cc V,3.8L 6 Cyl 3778cc V,,,
10006526,Hyundai,Hyundai,Azera,Azera,Rack and Pinion Assembly,Rack and Pinion Assembly,2007,2007,577003L030,577003L030,PG-K10008,PG-K10008,3.3,3342,6,V,3.62,92,3.3,83.8,3.3L 6 Cyl 3342cc V,3.3L 6 Cyl 3342cc V,,,
10006527,Hyundai,Hyundai,Azera,Azera,Rack and Pinion Assembly,Rack and Pinion Assembly,2007,2007,577003L030,577003L030,PG-K10008,PG-K10008,3.8,3778,6,V,3.78,96,3.43,87,3.8L 6 Cyl 3778cc V,3.8L 6 Cyl 3778cc V,,,
10006528,Hyundai,Hyundai,Azera,Azera,Rack and Pinion Assembly,Rack and Pinion Assembly,2008,2008,577003L030,577003L030,PG-K10008,PG-K10008,3.3,3342,6,V,3.62,92,3.3,83.8,3.3L 6 Cyl 3342cc V,3.3L 6 Cyl 3342cc V,,,
10006529,Hyundai,Hyundai,Azera,Azera,Rack and Pinion Assembly,Rack and Pinion Assembly,2008,2008,577003L030,577003L030,PG-K10008,PG-K10008,3.8,3778,6,V,3.78,96,3.43,87,3.8L 6 Cyl 3778cc V,3.8L 6 Cyl 3778cc V,,,
10006530,Hyundai,Hyundai,Entourage,Entourage,Rack and Pinion Assembly,Rack and Pinion Assembly,2007,2007,577004D800,577004D800,PG-K10009,PG-K10009,3.8,3778,6,V,3.78,96,3.43,87,3.8L 6 Cyl 3778cc V,3.8L 6 Cyl 3778cc V,,,
10006531,Hyundai,Hyundai,Entourage,Entourage,Rack and Pinion Assembly,Rack and Pinion Assembly,2008,2008,577004D800,577004D800,PG-K10009,PG-K10009,3.8,3778,6,V,3.78,96,3.43,87,3.8L 6 Cyl 3778cc V,3.8L 6 Cyl 3778cc V,,,
10006532,Hyundai,Hyundai,Entourage,Entourage,Rack and Pinion Assembly,Rack and Pinion Assembly,2009,2009,577004D800,577004D800,PG-K10009,PG-K10009,3.8,3778,6,V,3.78,96,3.43,87,3.8L 6 Cyl 3778cc V,3.8L 6 Cyl 3778cc V,,,
10006533,Hyundai,Hyundai,Entourage,Entourage,Rack and Pinion Assembly,Rack and Pinion Assembly,2010,2010,577004D800,577004D800,PG-K10009,PG-K10009,3.8,3778,6,V,3.78,96,3.43,87,3.8L 6 Cyl 3778cc V,3.8L 6 Cyl 3778cc V,,,
10006534,Kia,Kia,Sedona,Sedona,Rack and Pinion Assembly,Rack and Pinion Assembly,2006,2006,577004D800,577004D800,PG-K10009,PG-K10009,3.8,3778,6,V,3.78,96,3.43,87,3.8L 6 Cyl 3778cc V,3.8L 6 Cyl 3778cc V,,,
10006535,Kia,Kia,Sedona,Sedona,Rack and Pinion Assembly,Rack and Pinion Assembly,2006,2006,577004D800,577004D800,PG-K10009,PG-K10009,3.8,3778,6,V,3.78,96,3.43,87,3.8L 6 Cyl 3778cc V,3.8L 6 Cyl 3778cc V,,,
10006536,Kia,Kia,Sedona,Sedona,Rack and Pinion Assembly,Rack and Pinion Assembly,2007,2007,577004D800,577004D800,PG-K10009,PG-K10009,3.8,3778,6,V,3.78,96,3.43,87,3.8L 6 Cyl 3778cc V,3.8L 6 Cyl 3778cc V,,,
10006537,Kia,Kia,Sedona,Sedona,Rack and Pinion Assembly,Rack and Pinion Assembly,2008,2008,577004D800,577004D800,PG-K10009,PG-K10009,3.8,3778,6,V,3.78,96,3.43,87,3.8L 6 Cyl 3778cc V,3.8L 6 Cyl 3778cc V,,,
10006538,Kia,Kia,Sedona,Sedona,Rack and Pinion Assembly,Rack and Pinion Assembly,2008,2008,577004D800,577004D800,PG-K10009,PG-K10009,3.8,3778,6,V,3.78,96,3.43,87,3.8L 6 Cyl 3778cc V,3.8L 6 Cyl 3778cc V,,,
10006539,Kia,Kia,Sedona,Sedona,Rack and Pinion Assembly,Rack and Pinion Assembly,2009,2009,577004D800,577004D800,PG-K10009,PG-K10009,3.8,3778,6,V,3.78,96,3.43,87,3.8L 6 Cyl 3778cc V,3.8L 6 Cyl 3778cc V,,,
10006540,Kia,Kia,Sedona,Sedona,Rack and Pinion Assembly,Rack and Pinion Assembly,2009,2009,577004D800,577004D800,PG-K10009,PG-K10009,3.8,3778,6,V,3.78,96,3.43,87,3.8L 6 Cyl 3778cc V,3.8L 6 Cyl 3778cc V,,,
10006541,Kia,Kia,Sedona,Sedona,Rack and Pinion Assembly,Rack and Pinion Assembly,2010,2010,577004D800,577004D800,PG-K10009,PG-K10009,3.8,3778,6,V,3.78,96,3.43,87,3.8L 6 Cyl 3778cc V,3.8L 6 Cyl 3778cc V,,,
10006542,Kia,Kia,Sedona,Sedona,Rack and Pinion Assembly,Rack and Pinion Assembly,2011,2011,577004D800,577004D800,PG-K10009,PG-K10009,3.5,3470,6,V,3.62,92,3.42,87,3.5L 6 Cyl 3470cc V,3.5L 6 Cyl 3470cc V,,,
10006543,Kia,Kia,Sedona,Sedona,Rack and Pinion Assembly,Rack and Pinion Assembly,2012,2012,577004D800,577004D800,PG-K10009,PG-K10009,3.5,3470,6,V,3.62,92,3.42,87,3.5L 6 Cyl 3470cc V,3.5L 6 Cyl 3470cc V,,,
10006544,Kia,Kia,Sedona,Sedona,Rack and Pinion Assembly,Rack and Pinion Assembly,2012,2012,577004D800,577004D800,PG-K10009,PG-K10009,3.5,3470,6,V,3.62,92,3.42,87,3.5L 6 Cyl 3470cc V,3.5L 6 Cyl 3470cc V,,,
10006545,Kia,Kia,Spectra,Spectra,Rack and Pinion Assembly,Rack and Pinion Assembly,2003,2003,577002F100,577002F100,PG-K10010,PG-K10010,1.8,1793,4,L,3.29,83,3.35,85,1.8L 4 Cyl 1793cc L,1.8L 4 Cyl 1793cc L,,,
10006546,Kia,Kia,Spectra,Spectra,Rack and Pinion Assembly,Rack and Pinion Assembly,2004,2004,577002F100,577002F100,PG-K10010,PG-K10010,1.8,1793,4,L,3.29,83,3.35,85,1.8L 4 Cyl 1793cc L,1.8L 4 Cyl 1793cc L,,,
10006547,Kia,Kia,Spectra,Spectra,Rack and Pinion Assembly,Rack and Pinion Assembly,2004,2004,577002F100,577002F100,PG-K10010,PG-K10010,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006548,Kia,Kia,Spectra,Spectra,Rack and Pinion Assembly,Rack and Pinion Assembly,2005,2005,577002F100,577002F100,PG-K10010,PG-K10010,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006549,Kia,Kia,Spectra,Spectra,Rack and Pinion Assembly,Rack and Pinion Assembly,2006,2006,577002F100,577002F100,PG-K10010,PG-K10010,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006550,Kia,Kia,Spectra,Spectra,Rack and Pinion Assembly,Rack and Pinion Assembly,2007,2007,577002F000,577002F000,PG-K10010,PG-K10010,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006551,Kia,Kia,Spectra,Spectra,Rack and Pinion Assembly,Rack and Pinion Assembly,2008,2008,577002F101,577002F101,PG-K10010,PG-K10010,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006552,Kia,Kia,Spectra,Spectra,Rack and Pinion Assembly,Rack and Pinion Assembly,2009,2009,577002F101,577002F101,PG-K10010,PG-K10010,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006553,Kia,Kia,Spectra5,Spectra5,Rack and Pinion Assembly,Rack and Pinion Assembly,2005,2005,577002F100,577002F100,PG-K10010,PG-K10010,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006554,Kia,Kia,Spectra5,Spectra5,Rack and Pinion Assembly,Rack and Pinion Assembly,2006,2006,577002F100,577002F100,PG-K10010,PG-K10010,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006555,Kia,Kia,Spectra5,Spectra5,Rack and Pinion Assembly,Rack and Pinion Assembly,2007,2007,577002F101,577002F101,PG-K10010,PG-K10010,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006556,Kia,Kia,Spectra5,Spectra5,Rack and Pinion Assembly,Rack and Pinion Assembly,2008,2008,577002F101,577002F101,PG-K10010,PG-K10010,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006557,Kia,Kia,Spectra5,Spectra5,Rack and Pinion Assembly,Rack and Pinion Assembly,2009,2009,577002F101,577002F101,PG-K10010,PG-K10010,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006558,Kia,Kia,Amanti,Amanti,Rack and Pinion Assembly,Rack and Pinion Assembly,2004,2004,577003F500,577003F500,PG-K10011,PG-K10011,3.5,3497,6,V,3.66,93,3.38,85.8,3.5L 6 Cyl 3497cc V,3.5L 6 Cyl 3497cc V,,,
10006559,Kia,Kia,Amanti,Amanti,Rack and Pinion Assembly,Rack and Pinion Assembly,2005,2005,577003F500,577003F500,PG-K10011,PG-K10011,3.5,3497,6,V,3.66,93,3.38,85.8,3.5L 6 Cyl 3497cc V,3.5L 6 Cyl 3497cc V,,,
10006560,Kia,Kia,Amanti,Amanti,Rack and Pinion Assembly,Rack and Pinion Assembly,2006,2006,577003F500,577003F500,PG-K10011,PG-K10011,3.5,3497,6,V,3.66,93,3.38,85.8,3.5L 6 Cyl 3497cc V,3.5L 6 Cyl 3497cc V,,,
10006561,Kia,Kia,Rio,Rio,Rack and Pinion Assembly,Rack and Pinion Assembly,2001,2001,0K30B32110A,0K30B32110A,PG-K10012,PG-K10012,1.5,1493,4,L,2.97,75.5,3.28,83.4,1.5L 4 Cyl 1493cc L,1.5L 4 Cyl 1493cc L,,,
10006562,Kia,Kia,Rio,Rio,Rack and Pinion Assembly,Rack and Pinion Assembly,2002,2002,0K30B32110A,0K30B32110A,PG-K10012,PG-K10012,1.5,1493,4,L,2.97,75.5,3.28,83.4,1.5L 4 Cyl 1493cc L,1.5L 4 Cyl 1493cc L,,,
10006563,Kia,Kia,Rio,Rio,Rack and Pinion Assembly,Rack and Pinion Assembly,2003,2003,0K30C32110,0K30C32110,PG-K10012,PG-K10012,1.6,1594,4,L,3.07,78,3.28,83.3,1.6L 4 Cyl 1594cc L,1.6L 4 Cyl 1594cc L,,,
10006564,Kia,Kia,Sephia,Sephia,Rack and Pinion Assembly,Rack and Pinion Assembly,2001,2001,0K2N132110B,0K2N132110B,PG-K10013,PG-K10013,1.8,1793,4,L,3.29,83,3.35,85,1.8L 4 Cyl 1793cc L,1.8L 4 Cyl 1793cc L,,,
10006565,Kia,Kia,Spectra,Spectra,Rack and Pinion Assembly,Rack and Pinion Assembly,2002,2002,0K2N132110B,0K2N132110B,PG-K10013,PG-K10013,1.8,1793,4,L,3.29,83,3.35,85,1.8L 4 Cyl 1793cc L,1.8L 4 Cyl 1793cc L,,,
10006566,Kia,Kia,Spectra,Spectra,Rack and Pinion Assembly,Rack and Pinion Assembly,2002,2002,0K2N132110B,0K2N132110B,PG-K10013,PG-K10013,1.8,1793,4,L,3.29,83,3.35,85,1.8L 4 Cyl 1793cc L,1.8L 4 Cyl 1793cc L,,,
10006567,Kia,Kia,Spectra,Spectra,Rack and Pinion Assembly,Rack and Pinion Assembly,2003,2003,0K2N132110B,0K2N132110B,PG-K10013,PG-K10013,1.8,1793,4,L,3.29,83,3.35,85,1.8L 4 Cyl 1793cc L,1.8L 4 Cyl 1793cc L,,,
10006568,Kia,Kia,Spectra,Spectra,Rack and Pinion Assembly,Rack and Pinion Assembly,2003,2003,0K2N132110B,0K2N132110B,PG-K10013,PG-K10013,1.8,1793,4,L,3.29,83,3.35,85,1.8L 4 Cyl 1793cc L,1.8L 4 Cyl 1793cc L,,,
10006569,Kia,Kia,Spectra,Spectra,Rack and Pinion Assembly,Rack and Pinion Assembly,2004,2004,0K2N132110B,0K2N132110B,PG-K10013,PG-K10013,1.8,1793,4,L,3.29,83,3.35,85,1.8L 4 Cyl 1793cc L,1.8L 4 Cyl 1793cc L,,,
10006570,Kia,Kia,Spectra,Spectra,Rack and Pinion Assembly,Rack and Pinion Assembly,2004,2004,0K2N132110B,0K2N132110B,PG-K10013,PG-K10013,2,1975,4,L,3.23,82,3.68,93.5,2L 4 Cyl 1975cc L,2L 4 Cyl 1975cc L,,,
10006571,Hyundai,Hyundai,Accent,Accent,Vehicle Speed Sensor,Vehicle Speed Sensor,2001,2001,964204A600,964204A600,SSP-K10001,SSP-K10001,1.5,1495,4,L,2.97,75.5,3.29,83.5,1.5L 4 Cyl 1495cc L,1.5L 4 Cyl 1495cc L,,,
10006572,Hyundai,Hyundai,Accent,Accent,Vehicle Speed Sensor,Vehicle Speed Sensor,2002,2002,964204A600,964204A600,SSP-K10001,SSP-K10001,1.5,1495,4,L,2.97,75.5,3.29,83.5,1.5L 4 Cyl 1495cc L,1.5L 4 Cyl 1495cc L,,,
10006573,Hyundai,Hyundai,Accent,Accent,Vehicle Speed Sensor,Vehicle Speed Sensor,2002,2002,964204A600,964204A600,SSP-K10001,SSP-K10001,1.6,1600,4,L,2.97,75.5,3.29,83.5,1.6L 4 Cyl 1600cc L,1.6L 4 Cyl 1600cc L,,,
10006574,Hyundai,Hyundai,Accent,Accent,Vehicle Speed Sensor,Vehicle Speed Sensor,2003,2003,964204A600,964204A600,SSP-K10001,SSP-K10001,1.5,1495,4,L,2.97,75.5,3.29,83.5,1.5L 4 Cyl 1495cc L,1.5L 4 Cyl 1495cc L,,,
10006575,Hyundai,Hyundai,Accent,Accent,Vehicle Speed Sensor,Vehicle Speed Sensor,2003,2003,964204A600,964204A600,SSP-K10001,SSP-K10001,1.6,1600,4,L,2.97,75.5,3.29,83.5,1.6L 4 Cyl 1600cc L,1.6L 4 Cyl 1600cc L,,,
